,consumption,interval_start,interval_end,unit,type,data_source
5420,1.125,2024-03-09T01:00:00Z,2024-03-09T01:30:00Z,kwh,electrity,octopus_api
5421,0.547,2024-03-09T00:30:00Z,2024-03-09T01:00:00Z,kwh,electrity,octopus_api
5422,0.479,2024-03-09T00:00:00Z,2024-03-09T00:30:00Z,kwh,electrity,octopus_api
5423,0.656,2024-03-08T23:30:00Z,2024-03-09T00:00:00Z,kwh,electrity,octopus_api
5424,0.195,2024-03-08T23:00:00Z,2024-03-08T23:30:00Z,kwh,electrity,octopus_api
5425,0.196,2024-03-08T22:30:00Z,2024-03-08T23:00:00Z,kwh,electrity,octopus_api
5426,0.338,2024-03-08T22:00:00Z,2024-03-08T22:30:00Z,kwh,electrity,octopus_api
5427,0.593,2024-03-08T21:30:00Z,2024-03-08T22:00:00Z,kwh,electrity,octopus_api
5428,0.433,2024-03-08T21:00:00Z,2024-03-08T21:30:00Z,kwh,electrity,octopus_api
5429,0.414,2024-03-08T20:30:00Z,2024-03-08T21:00:00Z,kwh,electrity,octopus_api
5430,0.421,2024-03-08T20:00:00Z,2024-03-08T20:30:00Z,kwh,electrity,octopus_api
5431,0.528,2024-03-08T19:30:00Z,2024-03-08T20:00:00Z,kwh,electrity,octopus_api
5432,0.479,2024-03-08T19:00:00Z,2024-03-08T19:30:00Z,kwh,electrity,octopus_api
5433,0.558,2024-03-08T18:30:00Z,2024-03-08T19:00:00Z,kwh,electrity,octopus_api
5434,1.152,2024-03-08T18:00:00Z,2024-03-08T18:30:00Z,kwh,electrity,octopus_api
5435,0.966,2024-03-08T17:30:00Z,2024-03-08T18:00:00Z,kwh,electrity,octopus_api
5436,0.318,2024-03-08T17:00:00Z,2024-03-08T17:30:00Z,kwh,electrity,octopus_api
5437,0.333,2024-03-08T16:30:00Z,2024-03-08T17:00:00Z,kwh,electrity,octopus_api
5438,1.171,2024-03-08T16:00:00Z,2024-03-08T16:30:00Z,kwh,electrity,octopus_api
5439,1.197,2024-03-08T15:30:00Z,2024-03-08T16:00:00Z,kwh,electrity,octopus_api
5440,0.184,2024-03-08T15:00:00Z,2024-03-08T15:30:00Z,kwh,electrity,octopus_api
5441,0.262,2024-03-08T14:30:00Z,2024-03-08T15:00:00Z,kwh,electrity,octopus_api
5442,0.931,2024-03-08T14:00:00Z,2024-03-08T14:30:00Z,kwh,electrity,octopus_api
5443,0.184,2024-03-08T13:30:00Z,2024-03-08T14:00:00Z,kwh,electrity,octopus_api
5444,0.375,2024-03-08T13:00:00Z,2024-03-08T13:30:00Z,kwh,electrity,octopus_api
5445,0.78,2024-03-08T12:30:00Z,2024-03-08T13:00:00Z,kwh,electrity,octopus_api
5446,1.698,2024-03-08T12:00:00Z,2024-03-08T12:30:00Z,kwh,electrity,octopus_api
5447,0.79,2024-03-08T11:30:00Z,2024-03-08T12:00:00Z,kwh,electrity,octopus_api
5448,0.186,2024-03-08T11:00:00Z,2024-03-08T11:30:00Z,kwh,electrity,octopus_api
5449,0.189,2024-03-08T10:30:00Z,2024-03-08T11:00:00Z,kwh,electrity,octopus_api
5450,1.392,2024-03-08T10:00:00Z,2024-03-08T10:30:00Z,kwh,electrity,octopus_api
5451,0.561,2024-03-08T09:30:00Z,2024-03-08T10:00:00Z,kwh,electrity,octopus_api
5452,0.191,2024-03-08T09:00:00Z,2024-03-08T09:30:00Z,kwh,electrity,octopus_api
5453,0.202,2024-03-08T08:30:00Z,2024-03-08T09:00:00Z,kwh,electrity,octopus_api
5454,0.917,2024-03-08T08:00:00Z,2024-03-08T08:30:00Z,kwh,electrity,octopus_api
5455,1.18,2024-03-08T07:30:00Z,2024-03-08T08:00:00Z,kwh,electrity,octopus_api
5456,1.01,2024-03-08T07:00:00Z,2024-03-08T07:30:00Z,kwh,electrity,octopus_api
5457,0.938,2024-03-08T06:30:00Z,2024-03-08T07:00:00Z,kwh,electrity,octopus_api
5458,1.308,2024-03-08T06:00:00Z,2024-03-08T06:30:00Z,kwh,electrity,octopus_api
5459,1.822,2024-03-08T05:30:00Z,2024-03-08T06:00:00Z,kwh,electrity,octopus_api
5460,0.584,2024-03-08T05:00:00Z,2024-03-08T05:30:00Z,kwh,electrity,octopus_api
5461,0.192,2024-03-08T04:30:00Z,2024-03-08T05:00:00Z,kwh,electrity,octopus_api
5462,0.216,2024-03-08T04:00:00Z,2024-03-08T04:30:00Z,kwh,electrity,octopus_api
5463,1.163,2024-03-08T03:30:00Z,2024-03-08T04:00:00Z,kwh,electrity,octopus_api
5464,1.613,2024-03-08T03:00:00Z,2024-03-08T03:30:00Z,kwh,electrity,octopus_api
5465,0.576,2024-03-08T02:30:00Z,2024-03-08T03:00:00Z,kwh,electrity,octopus_api
5466,1.894,2024-03-08T02:00:00Z,2024-03-08T02:30:00Z,kwh,electrity,octopus_api
5467,1.145,2024-03-08T01:30:00Z,2024-03-08T02:00:00Z,kwh,electrity,octopus_api
5468,1.261,2024-03-08T01:00:00Z,2024-03-08T01:30:00Z,kwh,electrity,octopus_api
5469,0.264,2024-03-08T00:30:00Z,2024-03-08T01:00:00Z,kwh,electrity,octopus_api
5470,0.386,2024-03-08T00:00:00Z,2024-03-08T00:30:00Z,kwh,electrity,octopus_api
5471,0.2,2024-03-07T23:30:00Z,2024-03-08T00:00:00Z,kwh,electrity,octopus_api
5472,0.32,2024-03-07T23:00:00Z,2024-03-07T23:30:00Z,kwh,electrity,octopus_api
5473,0.249,2024-03-07T22:30:00Z,2024-03-07T23:00:00Z,kwh,electrity,octopus_api
5474,0.22,2024-03-07T22:00:00Z,2024-03-07T22:30:00Z,kwh,electrity,octopus_api
5475,0.367,2024-03-07T21:30:00Z,2024-03-07T22:00:00Z,kwh,electrity,octopus_api
5476,0.327,2024-03-07T21:00:00Z,2024-03-07T21:30:00Z,kwh,electrity,octopus_api
5477,0.333,2024-03-07T20:30:00Z,2024-03-07T21:00:00Z,kwh,electrity,octopus_api
5478,0.334,2024-03-07T20:00:00Z,2024-03-07T20:30:00Z,kwh,electrity,octopus_api
5479,0.335,2024-03-07T19:30:00Z,2024-03-07T20:00:00Z,kwh,electrity,octopus_api
5480,0.334,2024-03-07T19:00:00Z,2024-03-07T19:30:00Z,kwh,electrity,octopus_api
5481,0.419,2024-03-07T18:30:00Z,2024-03-07T19:00:00Z,kwh,electrity,octopus_api
5482,0.76,2024-03-07T18:00:00Z,2024-03-07T18:30:00Z,kwh,electrity,octopus_api
5483,1.436,2024-03-07T17:30:00Z,2024-03-07T18:00:00Z,kwh,electrity,octopus_api
5484,0.947,2024-03-07T17:00:00Z,2024-03-07T17:30:00Z,kwh,electrity,octopus_api
5485,0.958,2024-03-07T16:30:00Z,2024-03-07T17:00:00Z,kwh,electrity,octopus_api
5486,0.934,2024-03-07T16:00:00Z,2024-03-07T16:30:00Z,kwh,electrity,octopus_api
5487,0.422,2024-03-07T15:30:00Z,2024-03-07T16:00:00Z,kwh,electrity,octopus_api
5488,1.131,2024-03-07T15:00:00Z,2024-03-07T15:30:00Z,kwh,electrity,octopus_api
5489,0.962,2024-03-07T14:30:00Z,2024-03-07T15:00:00Z,kwh,electrity,octopus_api
5490,0.187,2024-03-07T14:00:00Z,2024-03-07T14:30:00Z,kwh,electrity,octopus_api
5491,0.185,2024-03-07T13:30:00Z,2024-03-07T14:00:00Z,kwh,electrity,octopus_api
5492,1.139,2024-03-07T13:00:00Z,2024-03-07T13:30:00Z,kwh,electrity,octopus_api
5493,1.907,2024-03-07T12:30:00Z,2024-03-07T13:00:00Z,kwh,electrity,octopus_api
5494,1.693,2024-03-07T12:00:00Z,2024-03-07T12:30:00Z,kwh,electrity,octopus_api
5495,0.346,2024-03-07T11:30:00Z,2024-03-07T12:00:00Z,kwh,electrity,octopus_api
5496,0.197,2024-03-07T11:00:00Z,2024-03-07T11:30:00Z,kwh,electrity,octopus_api
5497,1.066,2024-03-07T10:30:00Z,2024-03-07T11:00:00Z,kwh,electrity,octopus_api
5498,1.674,2024-03-07T10:00:00Z,2024-03-07T10:30:00Z,kwh,electrity,octopus_api
5499,0.523,2024-03-07T09:30:00Z,2024-03-07T10:00:00Z,kwh,electrity,octopus_api
5500,0.193,2024-03-07T09:00:00Z,2024-03-07T09:30:00Z,kwh,electrity,octopus_api
5501,0.195,2024-03-07T08:30:00Z,2024-03-07T09:00:00Z,kwh,electrity,octopus_api
5502,0.549,2024-03-07T08:00:00Z,2024-03-07T08:30:00Z,kwh,electrity,octopus_api
5503,1.241,2024-03-07T07:30:00Z,2024-03-07T08:00:00Z,kwh,electrity,octopus_api
5504,1.243,2024-03-07T07:00:00Z,2024-03-07T07:30:00Z,kwh,electrity,octopus_api
5505,1.077,2024-03-07T06:30:00Z,2024-03-07T07:00:00Z,kwh,electrity,octopus_api
5506,1.548,2024-03-07T06:00:00Z,2024-03-07T06:30:00Z,kwh,electrity,octopus_api
5507,1.372,2024-03-07T05:30:00Z,2024-03-07T06:00:00Z,kwh,electrity,octopus_api
5508,0.356,2024-03-07T05:00:00Z,2024-03-07T05:30:00Z,kwh,electrity,octopus_api
5509,1.933,2024-03-07T04:30:00Z,2024-03-07T05:00:00Z,kwh,electrity,octopus_api
5510,1.22,2024-03-07T04:00:00Z,2024-03-07T04:30:00Z,kwh,electrity,octopus_api
5511,1.064,2024-03-07T03:30:00Z,2024-03-07T04:00:00Z,kwh,electrity,octopus_api
5512,1.112,2024-03-07T03:00:00Z,2024-03-07T03:30:00Z,kwh,electrity,octopus_api
5513,2.06,2024-03-07T02:30:00Z,2024-03-07T03:00:00Z,kwh,electrity,octopus_api
5514,1.211,2024-03-07T02:00:00Z,2024-03-07T02:30:00Z,kwh,electrity,octopus_api
5515,0.397,2024-03-07T01:30:00Z,2024-03-07T02:00:00Z,kwh,electrity,octopus_api
5516,0.482,2024-03-07T01:00:00Z,2024-03-07T01:30:00Z,kwh,electrity,octopus_api
5517,0.201,2024-03-07T00:30:00Z,2024-03-07T01:00:00Z,kwh,electrity,octopus_api
5518,0.385,2024-03-07T00:00:00Z,2024-03-07T00:30:00Z,kwh,electrity,octopus_api
5519,0.504,2024-03-06T23:30:00Z,2024-03-07T00:00:00Z,kwh,electrity,octopus_api
5520,0.228,2024-03-06T23:00:00Z,2024-03-06T23:30:00Z,kwh,electrity,octopus_api
5521,0.233,2024-03-06T22:30:00Z,2024-03-06T23:00:00Z,kwh,electrity,octopus_api
5522,0.866,2024-03-06T22:00:00Z,2024-03-06T22:30:00Z,kwh,electrity,octopus_api
5523,0.498,2024-03-06T21:30:00Z,2024-03-06T22:00:00Z,kwh,electrity,octopus_api
5524,0.369,2024-03-06T21:00:00Z,2024-03-06T21:30:00Z,kwh,electrity,octopus_api
5525,0.346,2024-03-06T20:30:00Z,2024-03-06T21:00:00Z,kwh,electrity,octopus_api
5526,0.679,2024-03-06T20:00:00Z,2024-03-06T20:30:00Z,kwh,electrity,octopus_api
5527,0.384,2024-03-06T19:30:00Z,2024-03-06T20:00:00Z,kwh,electrity,octopus_api
5528,0.268,2024-03-06T19:00:00Z,2024-03-06T19:30:00Z,kwh,electrity,octopus_api
5529,0.902,2024-03-06T18:30:00Z,2024-03-06T19:00:00Z,kwh,electrity,octopus_api
5530,1.039,2024-03-06T18:00:00Z,2024-03-06T18:30:00Z,kwh,electrity,octopus_api
5531,0.913,2024-03-06T17:30:00Z,2024-03-06T18:00:00Z,kwh,electrity,octopus_api
5532,0.553,2024-03-06T17:00:00Z,2024-03-06T17:30:00Z,kwh,electrity,octopus_api
5533,0.628,2024-03-06T16:30:00Z,2024-03-06T17:00:00Z,kwh,electrity,octopus_api
5534,0.24,2024-03-06T16:00:00Z,2024-03-06T16:30:00Z,kwh,electrity,octopus_api
5535,0.217,2024-03-06T15:30:00Z,2024-03-06T16:00:00Z,kwh,electrity,octopus_api
5536,0.256,2024-03-06T15:00:00Z,2024-03-06T15:30:00Z,kwh,electrity,octopus_api
5537,0.213,2024-03-06T14:30:00Z,2024-03-06T15:00:00Z,kwh,electrity,octopus_api
5538,0.251,2024-03-06T14:00:00Z,2024-03-06T14:30:00Z,kwh,electrity,octopus_api
5539,0.227,2024-03-06T13:30:00Z,2024-03-06T14:00:00Z,kwh,electrity,octopus_api
5540,0.228,2024-03-06T13:00:00Z,2024-03-06T13:30:00Z,kwh,electrity,octopus_api
5541,1.235,2024-03-06T12:30:00Z,2024-03-06T13:00:00Z,kwh,electrity,octopus_api
5542,1.821,2024-03-06T12:00:00Z,2024-03-06T12:30:00Z,kwh,electrity,octopus_api
5543,0.406,2024-03-06T11:30:00Z,2024-03-06T12:00:00Z,kwh,electrity,octopus_api
5544,0.31,2024-03-06T11:00:00Z,2024-03-06T11:30:00Z,kwh,electrity,octopus_api
5545,0.26,2024-03-06T10:30:00Z,2024-03-06T11:00:00Z,kwh,electrity,octopus_api
5546,0.281,2024-03-06T10:00:00Z,2024-03-06T10:30:00Z,kwh,electrity,octopus_api
5547,0.298,2024-03-06T09:30:00Z,2024-03-06T10:00:00Z,kwh,electrity,octopus_api
5548,0.526,2024-03-06T09:00:00Z,2024-03-06T09:30:00Z,kwh,electrity,octopus_api
5549,1.264,2024-03-06T08:30:00Z,2024-03-06T09:00:00Z,kwh,electrity,octopus_api
5550,1.206,2024-03-06T08:00:00Z,2024-03-06T08:30:00Z,kwh,electrity,octopus_api
5551,1.655,2024-03-06T07:30:00Z,2024-03-06T08:00:00Z,kwh,electrity,octopus_api
5552,2.362,2024-03-06T07:00:00Z,2024-03-06T07:30:00Z,kwh,electrity,octopus_api
5553,1.28,2024-03-06T06:30:00Z,2024-03-06T07:00:00Z,kwh,electrity,octopus_api
5554,1.045,2024-03-06T06:00:00Z,2024-03-06T06:30:00Z,kwh,electrity,octopus_api
5555,1.925,2024-03-06T05:30:00Z,2024-03-06T06:00:00Z,kwh,electrity,octopus_api
5556,1.266,2024-03-06T05:00:00Z,2024-03-06T05:30:00Z,kwh,electrity,octopus_api
5557,1.432,2024-03-06T04:30:00Z,2024-03-06T05:00:00Z,kwh,electrity,octopus_api
5558,1.723,2024-03-06T04:00:00Z,2024-03-06T04:30:00Z,kwh,electrity,octopus_api
5559,3.236,2024-03-06T03:30:00Z,2024-03-06T04:00:00Z,kwh,electrity,octopus_api
5560,0.677,2024-03-06T03:00:00Z,2024-03-06T03:30:00Z,kwh,electrity,octopus_api
5561,4.792,2024-03-06T02:30:00Z,2024-03-06T03:00:00Z,kwh,electrity,octopus_api
5562,1.691,2024-03-06T02:00:00Z,2024-03-06T02:30:00Z,kwh,electrity,octopus_api
5563,4.921,2024-03-06T01:30:00Z,2024-03-06T02:00:00Z,kwh,electrity,octopus_api
5564,0.719,2024-03-06T01:00:00Z,2024-03-06T01:30:00Z,kwh,electrity,octopus_api
5565,0.212,2024-03-06T00:30:00Z,2024-03-06T01:00:00Z,kwh,electrity,octopus_api
5566,0.616,2024-03-06T00:00:00Z,2024-03-06T00:30:00Z,kwh,electrity,octopus_api
5567,0.269,2024-03-05T23:30:00Z,2024-03-06T00:00:00Z,kwh,electrity,octopus_api
5568,0.242,2024-03-05T23:00:00Z,2024-03-05T23:30:00Z,kwh,electrity,octopus_api
5569,0.511,2024-03-05T22:30:00Z,2024-03-05T23:00:00Z,kwh,electrity,octopus_api
5570,0.704,2024-03-05T22:00:00Z,2024-03-05T22:30:00Z,kwh,electrity,octopus_api
5571,0.321,2024-03-05T21:30:00Z,2024-03-05T22:00:00Z,kwh,electrity,octopus_api
5572,0.521,2024-03-05T21:00:00Z,2024-03-05T21:30:00Z,kwh,electrity,octopus_api
5573,0.515,2024-03-05T20:30:00Z,2024-03-05T21:00:00Z,kwh,electrity,octopus_api
5574,0.444,2024-03-05T20:00:00Z,2024-03-05T20:30:00Z,kwh,electrity,octopus_api
5575,0.462,2024-03-05T19:30:00Z,2024-03-05T20:00:00Z,kwh,electrity,octopus_api
5576,0.325,2024-03-05T19:00:00Z,2024-03-05T19:30:00Z,kwh,electrity,octopus_api
5577,0.337,2024-03-05T18:30:00Z,2024-03-05T19:00:00Z,kwh,electrity,octopus_api
5578,0.927,2024-03-05T18:00:00Z,2024-03-05T18:30:00Z,kwh,electrity,octopus_api
5579,1.549,2024-03-05T17:30:00Z,2024-03-05T18:00:00Z,kwh,electrity,octopus_api
5580,0.662,2024-03-05T17:00:00Z,2024-03-05T17:30:00Z,kwh,electrity,octopus_api
5581,0.213,2024-03-05T16:30:00Z,2024-03-05T17:00:00Z,kwh,electrity,octopus_api
5582,0.223,2024-03-05T16:00:00Z,2024-03-05T16:30:00Z,kwh,electrity,octopus_api
5583,0.296,2024-03-05T15:30:00Z,2024-03-05T16:00:00Z,kwh,electrity,octopus_api
5584,0.185,2024-03-05T15:00:00Z,2024-03-05T15:30:00Z,kwh,electrity,octopus_api
5585,0.186,2024-03-05T14:30:00Z,2024-03-05T15:00:00Z,kwh,electrity,octopus_api
5586,0.212,2024-03-05T14:00:00Z,2024-03-05T14:30:00Z,kwh,electrity,octopus_api
5587,0.202,2024-03-05T13:30:00Z,2024-03-05T14:00:00Z,kwh,electrity,octopus_api
5588,1.102,2024-03-05T13:00:00Z,2024-03-05T13:30:00Z,kwh,electrity,octopus_api
5589,2.01,2024-03-05T12:30:00Z,2024-03-05T13:00:00Z,kwh,electrity,octopus_api
5590,1.547,2024-03-05T12:00:00Z,2024-03-05T12:30:00Z,kwh,electrity,octopus_api
5591,0.347,2024-03-05T11:30:00Z,2024-03-05T12:00:00Z,kwh,electrity,octopus_api
5592,0.206,2024-03-05T11:00:00Z,2024-03-05T11:30:00Z,kwh,electrity,octopus_api
5593,0.205,2024-03-05T10:30:00Z,2024-03-05T11:00:00Z,kwh,electrity,octopus_api
5594,0.67,2024-03-05T10:00:00Z,2024-03-05T10:30:00Z,kwh,electrity,octopus_api
5595,1.142,2024-03-05T09:30:00Z,2024-03-05T10:00:00Z,kwh,electrity,octopus_api
5596,1.16,2024-03-05T09:00:00Z,2024-03-05T09:30:00Z,kwh,electrity,octopus_api
5597,0.971,2024-03-05T08:30:00Z,2024-03-05T09:00:00Z,kwh,electrity,octopus_api
5598,1.405,2024-03-05T08:00:00Z,2024-03-05T08:30:00Z,kwh,electrity,octopus_api
5599,1.22,2024-03-05T07:30:00Z,2024-03-05T08:00:00Z,kwh,electrity,octopus_api
5600,1.579,2024-03-05T07:00:00Z,2024-03-05T07:30:00Z,kwh,electrity,octopus_api
5601,1.722,2024-03-05T06:30:00Z,2024-03-05T07:00:00Z,kwh,electrity,octopus_api
5602,1.244,2024-03-05T06:00:00Z,2024-03-05T06:30:00Z,kwh,electrity,octopus_api
5603,1.494,2024-03-05T05:30:00Z,2024-03-05T06:00:00Z,kwh,electrity,octopus_api
5604,0.193,2024-03-05T05:00:00Z,2024-03-05T05:30:00Z,kwh,electrity,octopus_api
5605,0.202,2024-03-05T04:30:00Z,2024-03-05T05:00:00Z,kwh,electrity,octopus_api
5606,0.762,2024-03-05T04:00:00Z,2024-03-05T04:30:00Z,kwh,electrity,octopus_api
5607,1.761,2024-03-05T03:30:00Z,2024-03-05T04:00:00Z,kwh,electrity,octopus_api
5608,1.176,2024-03-05T03:00:00Z,2024-03-05T03:30:00Z,kwh,electrity,octopus_api
5609,0.185,2024-03-05T02:30:00Z,2024-03-05T03:00:00Z,kwh,electrity,octopus_api
5610,0.199,2024-03-05T02:00:00Z,2024-03-05T02:30:00Z,kwh,electrity,octopus_api
5611,3.951,2024-03-05T01:30:00Z,2024-03-05T02:00:00Z,kwh,electrity,octopus_api
5612,0.715,2024-03-05T01:00:00Z,2024-03-05T01:30:00Z,kwh,electrity,octopus_api
5613,0.363,2024-03-05T00:30:00Z,2024-03-05T01:00:00Z,kwh,electrity,octopus_api
5614,3.93,2024-03-05T00:00:00Z,2024-03-05T00:30:00Z,kwh,electrity,octopus_api
5615,3.957,2024-03-04T23:30:00Z,2024-03-05T00:00:00Z,kwh,electrity,octopus_api
5616,4.415,2024-03-04T23:00:00Z,2024-03-04T23:30:00Z,kwh,electrity,octopus_api
5617,3.575,2024-03-04T22:30:00Z,2024-03-04T23:00:00Z,kwh,electrity,octopus_api
5618,0.226,2024-03-04T22:00:00Z,2024-03-04T22:30:00Z,kwh,electrity,octopus_api
5619,0.34,2024-03-04T21:30:00Z,2024-03-04T22:00:00Z,kwh,electrity,octopus_api
5620,0.365,2024-03-04T21:00:00Z,2024-03-04T21:30:00Z,kwh,electrity,octopus_api
5621,0.392,2024-03-04T20:30:00Z,2024-03-04T21:00:00Z,kwh,electrity,octopus_api
5622,0.501,2024-03-04T20:00:00Z,2024-03-04T20:30:00Z,kwh,electrity,octopus_api
5623,0.414,2024-03-04T19:30:00Z,2024-03-04T20:00:00Z,kwh,electrity,octopus_api
5624,0.355,2024-03-04T19:00:00Z,2024-03-04T19:30:00Z,kwh,electrity,octopus_api
5625,1.321,2024-03-04T18:30:00Z,2024-03-04T19:00:00Z,kwh,electrity,octopus_api
5626,1.304,2024-03-04T18:00:00Z,2024-03-04T18:30:00Z,kwh,electrity,octopus_api
5627,1.138,2024-03-04T17:30:00Z,2024-03-04T18:00:00Z,kwh,electrity,octopus_api
5628,1.105,2024-03-04T17:00:00Z,2024-03-04T17:30:00Z,kwh,electrity,octopus_api
5629,0.5,2024-03-04T16:30:00Z,2024-03-04T17:00:00Z,kwh,electrity,octopus_api
5630,1.192,2024-03-04T16:00:00Z,2024-03-04T16:30:00Z,kwh,electrity,octopus_api
5631,0.894,2024-03-04T15:30:00Z,2024-03-04T16:00:00Z,kwh,electrity,octopus_api
5632,0.834,2024-03-04T15:00:00Z,2024-03-04T15:30:00Z,kwh,electrity,octopus_api
5633,0.127,2024-03-04T14:30:00Z,2024-03-04T15:00:00Z,kwh,electrity,octopus_api
5634,0.385,2024-03-04T14:00:00Z,2024-03-04T14:30:00Z,kwh,electrity,octopus_api
5635,0.367,2024-03-04T13:30:00Z,2024-03-04T14:00:00Z,kwh,electrity,octopus_api
5636,0.101,2024-03-04T13:00:00Z,2024-03-04T13:30:00Z,kwh,electrity,octopus_api
5637,0.794,2024-03-04T12:30:00Z,2024-03-04T13:00:00Z,kwh,electrity,octopus_api
5638,1.804,2024-03-04T12:00:00Z,2024-03-04T12:30:00Z,kwh,electrity,octopus_api
5639,0.431,2024-03-04T11:30:00Z,2024-03-04T12:00:00Z,kwh,electrity,octopus_api
5640,0.101,2024-03-04T11:00:00Z,2024-03-04T11:30:00Z,kwh,electrity,octopus_api
5641,0.868,2024-03-04T10:30:00Z,2024-03-04T11:00:00Z,kwh,electrity,octopus_api
5642,0.876,2024-03-04T10:00:00Z,2024-03-04T10:30:00Z,kwh,electrity,octopus_api
5643,1.21,2024-03-04T09:30:00Z,2024-03-04T10:00:00Z,kwh,electrity,octopus_api
5644,1.153,2024-03-04T09:00:00Z,2024-03-04T09:30:00Z,kwh,electrity,octopus_api
5645,1.287,2024-03-04T08:30:00Z,2024-03-04T09:00:00Z,kwh,electrity,octopus_api
5646,1.278,2024-03-04T08:00:00Z,2024-03-04T08:30:00Z,kwh,electrity,octopus_api
5647,1.449,2024-03-04T07:30:00Z,2024-03-04T08:00:00Z,kwh,electrity,octopus_api
5648,1.366,2024-03-04T07:00:00Z,2024-03-04T07:30:00Z,kwh,electrity,octopus_api
5649,1.564,2024-03-04T06:30:00Z,2024-03-04T07:00:00Z,kwh,electrity,octopus_api
5650,1.517,2024-03-04T06:00:00Z,2024-03-04T06:30:00Z,kwh,electrity,octopus_api
5651,2.399,2024-03-04T05:30:00Z,2024-03-04T06:00:00Z,kwh,electrity,octopus_api
5652,1.258,2024-03-04T05:00:00Z,2024-03-04T05:30:00Z,kwh,electrity,octopus_api
5653,1.819,2024-03-04T04:30:00Z,2024-03-04T05:00:00Z,kwh,electrity,octopus_api
5654,1.737,2024-03-04T04:00:00Z,2024-03-04T04:30:00Z,kwh,electrity,octopus_api
5655,5.94,2024-03-04T03:30:00Z,2024-03-04T04:00:00Z,kwh,electrity,octopus_api
5656,5.496,2024-03-04T03:00:00Z,2024-03-04T03:30:00Z,kwh,electrity,octopus_api
5657,5.184,2024-03-04T02:30:00Z,2024-03-04T03:00:00Z,kwh,electrity,octopus_api
5658,5.127,2024-03-04T02:00:00Z,2024-03-04T02:30:00Z,kwh,electrity,octopus_api
5659,4.403,2024-03-04T01:30:00Z,2024-03-04T02:00:00Z,kwh,electrity,octopus_api
5660,0.308,2024-03-04T01:00:00Z,2024-03-04T01:30:00Z,kwh,electrity,octopus_api
5661,0.471,2024-03-04T00:30:00Z,2024-03-04T01:00:00Z,kwh,electrity,octopus_api
5662,4.147,2024-03-04T00:00:00Z,2024-03-04T00:30:00Z,kwh,electrity,octopus_api
5663,0.383,2024-03-03T23:30:00Z,2024-03-04T00:00:00Z,kwh,electrity,octopus_api
5664,0.416,2024-03-03T23:00:00Z,2024-03-03T23:30:00Z,kwh,electrity,octopus_api
5665,0.256,2024-03-03T22:30:00Z,2024-03-03T23:00:00Z,kwh,electrity,octopus_api
5666,0.679,2024-03-03T22:00:00Z,2024-03-03T22:30:00Z,kwh,electrity,octopus_api
5667,0.357,2024-03-03T21:30:00Z,2024-03-03T22:00:00Z,kwh,electrity,octopus_api
5668,0.872,2024-03-03T21:00:00Z,2024-03-03T21:30:00Z,kwh,electrity,octopus_api
5669,0.77,2024-03-03T20:30:00Z,2024-03-03T21:00:00Z,kwh,electrity,octopus_api
5670,0.566,2024-03-03T20:00:00Z,2024-03-03T20:30:00Z,kwh,electrity,octopus_api
5671,0.813,2024-03-03T19:30:00Z,2024-03-03T20:00:00Z,kwh,electrity,octopus_api
5672,0.554,2024-03-03T19:00:00Z,2024-03-03T19:30:00Z,kwh,electrity,octopus_api
5673,0.944,2024-03-03T18:30:00Z,2024-03-03T19:00:00Z,kwh,electrity,octopus_api
5674,1.532,2024-03-03T18:00:00Z,2024-03-03T18:30:00Z,kwh,electrity,octopus_api
5675,1.708,2024-03-03T17:30:00Z,2024-03-03T18:00:00Z,kwh,electrity,octopus_api
5676,1.519,2024-03-03T17:00:00Z,2024-03-03T17:30:00Z,kwh,electrity,octopus_api
5677,0.6,2024-03-03T16:30:00Z,2024-03-03T17:00:00Z,kwh,electrity,octopus_api
5678,0.809,2024-03-03T16:00:00Z,2024-03-03T16:30:00Z,kwh,electrity,octopus_api
5679,0.661,2024-03-03T15:30:00Z,2024-03-03T16:00:00Z,kwh,electrity,octopus_api
5680,0.539,2024-03-03T15:00:00Z,2024-03-03T15:30:00Z,kwh,electrity,octopus_api
5681,0.4,2024-03-03T14:30:00Z,2024-03-03T15:00:00Z,kwh,electrity,octopus_api
5682,0.771,2024-03-03T14:00:00Z,2024-03-03T14:30:00Z,kwh,electrity,octopus_api
5683,0.683,2024-03-03T13:30:00Z,2024-03-03T14:00:00Z,kwh,electrity,octopus_api
5684,2.31,2024-03-03T13:00:00Z,2024-03-03T13:30:00Z,kwh,electrity,octopus_api
5685,2.323,2024-03-03T12:30:00Z,2024-03-03T13:00:00Z,kwh,electrity,octopus_api
5686,1.754,2024-03-03T12:00:00Z,2024-03-03T12:30:00Z,kwh,electrity,octopus_api
5687,0.936,2024-03-03T11:30:00Z,2024-03-03T12:00:00Z,kwh,electrity,octopus_api
5688,0.791,2024-03-03T11:00:00Z,2024-03-03T11:30:00Z,kwh,electrity,octopus_api
5689,1.218,2024-03-03T10:30:00Z,2024-03-03T11:00:00Z,kwh,electrity,octopus_api
5690,1.452,2024-03-03T10:00:00Z,2024-03-03T10:30:00Z,kwh,electrity,octopus_api
5691,1.313,2024-03-03T09:30:00Z,2024-03-03T10:00:00Z,kwh,electrity,octopus_api
5692,1.206,2024-03-03T09:00:00Z,2024-03-03T09:30:00Z,kwh,electrity,octopus_api
5693,1.673,2024-03-03T08:30:00Z,2024-03-03T09:00:00Z,kwh,electrity,octopus_api
